0x0463	sub_401000(0000, 0000, 0467)	[00000000 : 00000000 : 66040000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFD8
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFB0
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000050
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFE01
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFC02
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000003FE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000003FF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF39
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFE72
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000018E
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000018F
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000003
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFFD
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000003
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE3
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 0000001D
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFFFC01
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFFFE71
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFB0
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF60
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000000A0
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFC01
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF802
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000007FE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 000007FF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFE71
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFCE2
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000031E
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000031F
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000004
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFFC
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000004
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE4
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 0000001C
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFFF801
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFFFCE1
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF60
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFEC0
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000140
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF801
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF002
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000FFE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000FFF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFCE1
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF9C2
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000063E
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000063F
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000005
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFFB
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000005
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE5
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 0000001B
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFFF001
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFFF9C1
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC5	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC8	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BCB	sub_401000(0bed, 0000, 0bd1)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD1	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BD4	sub_401000(0000, 0bed, 0bf6)	[00000000 : 00000000 : f00b0000]	Reg: 
0x0BF6	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BF9	sub_401000(0bf3, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFC	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BFF	sub_401000(0000, 0000, 0c1a)	[00000000 : 00000000 : f20b0000]	Reg: 
0x0C1A	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFEC0
0x0C1D	sub_401000(0bf2, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFD80
0x0C20	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C23	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000280
0x0C26	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C29	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2C	sub_401000(0000, 0bf2, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C2F	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0C32	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF001
0x0C35	sub_401000(0bee, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFE002
0x0C38	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C3B	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00001FFE
0x0C3E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C41	sub_401000(0000, 0000, 0c45)	[00000000 : 00000000 : 440c0000]	Reg: 
0x0C45	sub_401000(0c44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C48	sub_401000(0000, 0bee, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00001FFF
0x0C4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C4E	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF9C1
0x0C51	sub_401000(0bef, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFF382
0x0C54	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C57	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000C7E
0x0C5A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C5D	sub_401000(0000, 0000, 0c61)	[00000000 : 00000000 : 600c0000]	Reg: 
0x0C61	sub_401000(0c60, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C64	sub_401000(0000, 0bef, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000C7F
0x0C67	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C6A	sub_401000(0000, 0000, 0c6e)	[00000000 : 00000000 : 6d0c0000]	Reg: 
0x0C6E	sub_401000(0c6d, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0C71	sub_401000(0000, 0bf5, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000006
0x0C74	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0C77	sub_401000(0000, 0000, 0b50)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B50	sub_401000(0000, 0000, 0b54)	[00000000 : 00000000 : 6f0b0000]	Reg: 
0x0B54	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B57	sub_401000(0bf5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFFA
0x0B5A	sub_401000(0000, 0b6f, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000006
0x0B5D	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B60	sub_401000(0b53, 0b6f, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE6
0x0B63	sub_401000(0b6f, 0000, 0b69)	[00000000 : 00000000 : 00000000]	Reg: 0000001A
0x0B66	sub_401000(0000, 0000, 0b70)	[00000000 : 00000000 : ee0b0000]	Reg: 00000000
0x0B70	sub_401000(0bee, 0000, 0b76)	[00000000 : 00000000 : 00000000]	Reg: FFFFE001
0x0B76	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B79	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7C	sub_401000(0b92, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B7F	sub_401000(0000, 0bf0, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B82	sub_401000(0000, 0000, 0b93)	[00000000 : 00000000 : ef0b0000]	Reg: 
0x0B93	sub_401000(0bef, 0000, 0b99)	[00000000 : 00000000 : 00000000]	Reg: FFFFF381
0x0B99	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0B9C	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0B9F	sub_401000(0bb5, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA2	sub_401000(0000, 0bf1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BA5	sub_401000(0000, 0000, 0bb6)	[00000000 : 00000000 : ed0b0000]	Reg: 
0x0BB6	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BB9	sub_401000(0bf0, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBC	sub_401000(0000, 0bed, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BBF	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0BC2	sub_401000(0bf1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
